"TNC","0","0","0","0","0","0","9.015.690","2.17%"
"TMT","0","0","0","0","0","0","17.355.317","2.46%"
"TMS","0","0","0","0","0","0","1","49.00%"
"TRC","0","0","0","0","0","0","14.363.920","1.12%"
"THG","0","0","0","0","0","0","6.984.243","0.90%"
"TIX","0","0","0","0","0","0","14.673.146","0.09%"
"TLH","0","0","0","0","0","0","48.621.865","1.38%"
"ATG","0","0","0","0","0","0","7.327.640","0.86%"
"TVT","0","0","0","0","0","0","10.256.510","0.16%"
"SMA","0","0","0","0","0","0","9.314.128","0.03%"
"AGG","0","0","0","0","0","0","28.242.235","14.76%"
"SMC","0","0","0","0","0","0","9.255.809","33.83%"
"SPM","0","0","0","0","0","0","6.422.180","3.13%"
"VFG","0","0","0","0","0","0","14.864.618","2.68%"
"SJD","0","0","0","0","0","0","16.538.792","25.03%"
"SII","0","0","0","0","0","0","26.223","48.96%"
"VIP","0","0","0","0","0","0","30.539.955","4.40%"
"VID","0","0","0","0","0","0","15.010.467","0.39%"
"BRC","0","0","0","0","0","0","6.008.678","0.45%"
"SRC","0","0","0","0","0","0","13.723.771","0.10%"
"SVI","0","0","0","0","0","0","12.757.229","0.59%"
"VAF","0","0","0","0","0","0","18.455.885",""
"SVT","0","0","0","0","0","0","5.673.725","0.00%"
"TCB","28.680","751.420.000","28.680","751.420.000","0","0","","23.00%"
"TBC","0","0","0","0","0","0","30.631.296","0.76%"
"VDS","0","0","0","0","0","0","48.657.903","0.39%"
"SRF","0","0","0","0","0","0","692.790","46.87%"
"VDP","0","0","0","0","0","0","6.217.400","0.36%"
"STG","0","0","0","0","0","0","48.068.690","0.08%"
"ST8","0","0","0","0","0","0","","49.00%"
"LEC","0","0","0","0","0","0","12.788.638",""
"CMV","0","0","0","0","0","0","5.906.054","0.21%"
"LGL","0","0","0","0","0","0","24.086.321","2.23%"
"HCD","0","0","0","0","0","0","13.124.100","0.39%"
"LBM","0","0","0","0","0","0","4.297.471","6.03%"
"LAF","0","0","0","0","0","0","6.890.213","2.22%"
"LCM","0","0","0","0","0","0","9.873.760","8.92%"
"DAT","0","0","0","0","0","0","22.542.167","0.00%"
"DC4","0","0","0","0","0","0","15.645.276","0.11%"
"DBT","0","0","0","0","0","0","5.579.945","7.76%"
"CLL","0","0","0","0","0","0","14.187.729","7.27%"
"GTA","0","0","0","0","0","0","5.038.115","0.56%"
"DBD","0","0","0","0","0","0","52.369.200","0.02%"
"CLW","0","0","0","0","0","0","5.739.610","4.85%"
"LM8","0","0","0","0","0","0","4.434.729","1.77%"
"HAS","0","0","0","0","0","0","2.528.256","17.40%"
"L10","0","0","0","0","0","0","4.752.753","0.94%"
"CSM","0","0","0","0","0","0","49.732.150","1.01%"
"HTV","0","0","0","0","0","0","4.448.637","15.05%"
"HSL","0","0","0","0","0","0","14.241.131","9.58%"
"ILB","0","0","0","0","0","0","","49.00%"
"HVH","0","0","0","0","0","0","10.589.070","0.76%"
"HU3","0","0","0","0","0","0","4.418.963","4.81%"
"HU1","0","0","0","0","0","0","4.531.270","3.69%"
"HVX","0","0","0","0","0","0","19.239.901","0.88%"
"HMC","0","0","0","0","0","0","10.095.220","0.93%"
"KHP","0","0","0","0","0","0","18.681.821","16.55%"
"HID","0","0","0","0","0","0","28.278.963","0.88%"
"KPF","0","0","0","0","0","0","8.825.363","0.02%"
"ITD","0","0","0","0","0","0","8.402.295","5.87%"
"ITC","0","0","0","0","0","0","38.695.752","0.46%"
"HOT","0","0","0","0","0","0","3.918.780","0.02%"
"HRC","0","0","0","0","0","0","14.599.901","0.67%"
"CLG","0","0","0","0","0","0","10.310.770","0.25%"
"CEE","0","0","0","0","0","0","20.304.820","0.07%"
"CIG","0","0","0","0","0","0","15.450.944","0.01%"
"FCM","0","0","0","0","0","0","19.254.015","2.04%"
"FUCTVGF1","0","0","0","0","0","0","7.345.330","0.03%"
"FTM","0","0","0","0","0","0","24.434.800","0.13%"
"FPT","0","0","0","0","0","0","414","49.00%"
"EMC","0","0","0","0","0","0","7.490.143","0.04%"
"DTT","0","0","0","0","0","0","3.979.994","0.18%"
"DTL","0","0","0","0","0","0","30.095.714","0.01%"
"DTA","0","0","0","0","0","0","8.810.661","0.21%"
"OPC","0","0","0","0","0","0","11.669.718","5.09%"
"ELC","0","0","0","0","0","0","15.943.485","17.49%"
"DXV","0","0","0","0","0","0","4.821.650","0.30%"
"FUCTVGF2","0","0","0","0","0","0","8.086.078","1.43%"
"DHA","0","0","0","0","0","0","5.484.496","12.73%"
"MWG","0","0","0","0","0","0","","64.26%"
"MCP","0","0","0","0","0","0","7.355.955","0.19%"
"DCL","0","0","0","0","0","0","17.118.107","2.45%"
"MDG","0","0","0","0","0","0","5.335.625",""
"GSP","0","0","0","0","0","0","14.575.000","8.51%"
"NAV","0","0","0","0","0","0","3.843.590","0.96%"
"FUESSV50","0","0","0","0","0","0","4.188.070","65.58%"
"MCG","0","0","0","0","0","0","25.479.666","4.70%"
"FDC","0","0","0","0","0","0","18.913.330","0.04%"
"PDN","0","0","10","756.000","-10","-756.000","9.014.933","0.33%"
"SSC","0","0","10","470.000","-10","-470.000","7.187.815","1.06%"
"VNS","0","0","20","230.000","-20","-230.000","19.798.452","19.82%"
"BCM","1.310","53.080.000","1.350","56.030.000","-40","-2.950.000","488.653.850","1.79%"
"THI","0","0","50","1.400.000","-50","-1.400.000","23.880.600","0.06%"
"IBC","1.380","30.420.000","1.430","31.500.000","-50","-1.080.000","24.863.990","0.53%"
"FIR","0","0","60","1.518.000","-60","-1.518.000","10.067.424","0.60%"
"PTL","0","0","70","389.200","-70","-389.200","48.829.706","0.17%"
"SAM","0","0","80","812.500","-80","-812.500","122.627.077","1.19%"
"NVT","0","0","100","490.000","-100","-490.000","73.248.600","19.06%"
"TAC","60","2.694.000","210","9.405.500","-150","-6.711.500","16.102.153","1.47%"
"ASP","0","0","200","1.140.000","-200","-1.140.000","2.472","48.99%"
"CTF","0","0","200","4.080.000","-200","-4.080.000","22.312.531","0.00%"
"C32","0","0","620","14.790.000","-620","-14.790.000","5.593.806","11.78%"
"BHN","50","3.510.000","1.000","70.100.000","-950","-66.590.000","73.095.680","17.47%"
"PAC","40","1.070.000","1.000","26.700.000","-960","-25.630.000","14.988.953","16.75%"
"RAL","0","0","1.000","126.800.000","-1.000","-126.800.000","5.301.784","2.90%"
"TCR","0","0","1.050","3.400.000","-1.050","-3.400.000","1","49.00%"
"GAB","0","0","1.220","236.077.000","-1.220","-236.077.000","6.568.310","1.40%"
"AGM","0","0","1.590","19.080.000","-1.590","-19.080.000","7.736.050","6.49%"
"CHP","0","0","1.650","32.340.000","-1.650","-32.340.000","66.894.736","3.47%"
"PHR","11.950","762.133.000","13.670","871.522.000","-1.720","-109.389.000","49.135.855","12.74%"
"CCL","1.710","13.004.100","3.640","27.332.600","-1.930","-14.328.500","22.205.017","2.25%"
"PLP","0","0","1.970","14.898.000","-1.970","-14.898.000","18.893.683","1.77%"
"TNT","0","0","2.000","3.460.000","-2.000","-3.460.000","12.452.130","0.34%"
"FMC","6.200","232.080.000","8.310","310.140.000","-2.110","-78.060.000","19.692.421","8.85%"
"PJT","0","0","2.560","25.860.000","-2.560","-25.860.000","7.161.991","2.37%"
"MSH","4.790","188.511.500","7.590","298.846.000","-2.800","-110.334.500","21.681.286","5.65%"
"HAI","2.540","6.832.600","5.450","14.660.500","-2.910","-7.827.900","87.312.814","1.21%"
"SFI","0","0","3.400","106.250.000","-3.400","-106.250.000","5.842.003","10.27%"
"CMX","1.640","25.830.000","6.100","95.730.000","-4.460","-69.900.000","10.719.188","13.75%"
"CMG","650","21.116.000","5.280","170.867.500","-4.630","-149.751.500","10.886.628","38.11%"
"NCT","15.190","1.063.110.000","20.020","1.401.715.000","-4.830","-338.605.000","9.767.022","11.67%"
"FIT","0","0","5.330","47.800.000","-5.330","-47.800.000","122.294.802","0.99%"
"VNL","0","0","5.460","90.909.000","-5.460","-90.909.000","3.586.680","9.15%"
"MHC","200","1.120.000","6.260","35.110.000","-6.060","-33.990.000","19.413.998","2.11%"
"IDI","2.980","17.280.400","9.190","52.670.000","-6.210","-35.389.600","110.846.000","0.31%"
"HTN","1.730","75.033.000","7.990","347.646.000","-6.260","-272.613.000","16.093.116","0.32%"
"VPG","0","0","6.270","90.720.000","-6.270","-90.720.000","18.789.258","1.07%"
"SVC","0","0","6.300","455.347.000","-6.300","-455.347.000","15.593.300","2.20%"
"DPR","0","0","6.500","295.980.000","-6.500","-295.980.000","15.598.820","12.72%"
"GTN","300","7.125.000","7.220","171.975.500","-6.920","-164.850.500","249.308.401","0.28%"
