"BCG","8.38","0.25 (3.1 %)","8.13","8.20","8.60","8.11","812,340","6,793,000,000","0","0"
"DXV","3.45","0.10 (3.0 %)","3.35","3.45","3.45","3.45","1,940","7,000,000","0","0"
"HAX","17.50","0.50 (2.9 %)","17.00","17.20","18.00","16.80","807,660","14,013,000,000","0","0"
"HAG","4.55","0.13 (2.9 %)","4.42","4.42","4.55","4.42","8,506,950","38,087,000,000","570,000","2,519,400,000"
"LHG","28.80","0.80 (2.9 %)","28.00","27.80","29.25","27.80","466,370","13,345,000,000","0","0"
"GIL","38.20","1.05 (2.8 %)","37.15","37.00","38.50","36.90","445,260","16,779,000,000","0","0"
"ITA","5.15","0.14 (2.8 %)","5.01","5.07","5.28","5.03","19,241,360","99,330,000,000","0","0"
"DGC","48.30","1.30 (2.8 %)","47.00","46.80","49.00","46.75","1,391,130","66,774,000,000","0","0"
"TLH","6.00","0.16 (2.7 %)","5.84","6.24","6.24","5.65","2,643,770","15,983,000,000","0","0"
"DC4","11.80","0.30 (2.6 %)","11.50","11.50","11.80","11.40","2,090","24,000,000","0","0"
"HTN","39.40","1.00 (2.6 %)","38.40","40.50","40.50","39.00","126,480","4,984,000,000","0","0"
"TDH","7.90","0.20 (2.6 %)","7.70","7.75","7.93","7.69","2,100,490","16,482,000,000","0","0"
"TLD","6.00","0.15 (2.6 %)","5.85","5.70","6.05","5.50","539,020","3,117,000,000","0","0"
"FUEVN100","12.46","0.31 (2.6 %)","12.15","12.23","12.46","12.23","1,650","20,000,000","0","0"
"VCB","92.50","2.30 (2.5 %)","90.20","91.00","92.50","90.10","1,231,960","112,432,000,000","36,000","3,096,000,000"
"SZC","28.20","0.70 (2.5 %)","27.50","27.50","28.40","27.00","1,388,480","38,466,000,000","0","0"
"THI","28.50","0.70 (2.5 %)","27.80","26.60","28.50","26.60","2,010","57,000,000","0","0"
"PIT","4.60","0.11 (2.4 %)","4.49","4.60","4.60","4.60","30","0","0","0"
"DIG","21.15","0.50 (2.4 %)","20.65","20.70","21.45","20.60","2,942,400","61,632,000,000","50,000","975,000,000"
"SCS","124.30","2.90 (2.4 %)","121.40","121.40","124.30","121.40","57,600","7,098,000,000","0","0"
"VAF","12.90","0.30 (2.4 %)","12.60","13.45","13.45","12.90","1,280","17,000,000","0","0"
"CIG","1.72","0.04 (2.4 %)","1.68","1.57","1.72","1.57","12,880","21,000,000","0","0"
"SRC","17.90","0.40 (2.3 %)","17.50","18.20","18.20","17.60","31,900","569,000,000","0","0"
"HUB","18.20","0.40 (2.2 %)","17.80","18.20","18.20","17.55","11,190","201,000,000","0","0"
"PGC","23.20","0.50 (2.2 %)","22.70","22.90","23.20","22.00","152,300","3,496,000,000","0","0"
"VID","9.30","0.20 (2.2 %)","9.10","9.30","9.30","9.00","63,150","578,000,000","0","0"
"DCL","18.80","0.40 (2.2 %)","18.40","18.35","18.80","18.20","41,580","765,000,000","0","0"
"LBM","33.00","0.70 (2.2 %)","32.30","32.50","33.00","32.50","5,910","192,000,000","0","0"
"LPB","12.20","0.25 (2.1 %)","11.95","12.00","12.30","11.90","6,447,420","77,989,000,000","500,000","5,920,200,000"
"BMP","59.40","1.20 (2.1 %)","58.20","58.60","59.80","58.00","411,350","24,293,000,000","0","0"
"BID","41.20","0.80 (2.0 %)","40.40","40.70","41.25","40.70","2,522,690","103,578,000,000","0","0"
"VRC","6.35","0.12 (1.9 %)","6.23","6.23","6.37","6.20","74,540","467,000,000","0","0"
"TDG","2.14","0.04 (1.9 %)","2.10","2.10","2.15","2.07","341,320","718,000,000","0","0"
"CTI","13.60","0.25 (1.9 %)","13.35","14.25","14.25","13.60","1,641,070","22,961,000,000","0","0"
"EVE","11.00","0.20 (1.9 %)","10.80","10.80","11.00","10.60","36,120","393,000,000","0","0"
"HDG","27.65","0.50 (1.8 %)","27.15","27.15","27.75","27.00","2,286,790","62,905,000,000","32,627","885,823,050"
"CLG","1.12","0.02 (1.8 %)","1.10","1.10","1.12","1.10","16,080","18,000,000","0","0"
"LEC","14.00","0.25 (1.8 %)","13.75","13.70","14.00","13.70","1,150","16,000,000","0","0"
"TN1","62.00","1.10 (1.8 %)","60.90","60.90","62.00","60.90","4,500","276,000,000","0","0"
"SMA","8.50","0.15 (1.8 %)","8.35","8.35","8.50","8.35","420","4,000,000","0","0"
"ITC","14.55","0.25 (1.7 %)","14.30","14.30","14.55","14.30","15,080","216,000,000","0","0"
"TS4","3.50","0.06 (1.7 %)","3.44","3.58","3.62","3.50","37,580","135,000,000","0","0"
"SGR","18.00","0.30 (1.7 %)","17.70","17.60","18.00","17.50","3,920","69,000,000","0","0"
"HID","2.41","0.04 (1.7 %)","2.37","2.22","2.44","2.22","354,770","806,000,000","0","0"
"HSL","4.85","0.08 (1.7 %)","4.77","4.90","4.90","4.70","144,380","698,000,000","0","0"
"VPS","12.20","0.20 (1.7 %)","12.00","12.00","12.60","12.00","8,100","100,000,000","0","0"
"SFC","25.00","0.40 (1.6 %)","24.60","25.00","25.00","25.00","50","1,000,000","0","0"
"FUESSVFL","11.34","0.18 (1.6 %)","11.16","11.19","11.34","11.16","147,920","1,654,000,000","0","0"
"YEG","44.90","0.70 (1.6 %)","44.20","44.10","44.90","44.00","25,110","1,116,000,000","0","0"
"CRE","29.10","0.45 (1.6 %)","28.65","28.70","29.40","28.25","1,122,650","32,402,000,000","0","0"
"VNL","16.60","0.25 (1.5 %)","16.35","17.45","17.45","16.60","80","1,000,000","0","0"
"VSI","17.00","0.25 (1.5 %)","16.75","16.75","17.00","16.50","4,010","67,000,000","0","0"
"DHM","8.26","0.12 (1.5 %)","8.14","8.16","8.26","8.16","279,370","2,297,000,000","160,000","1,312,000,000"
"PJT","10.35","0.15 (1.5 %)","10.20","10.20","10.35","10.20","1,620","17,000,000","0","0"
"SBT","17.50","0.25 (1.4 %)","17.25","17.30","17.50","17.05","4,357,340","75,290,000,000","0","0"
"HPG","35.70","0.50 (1.4 %)","35.20","35.30","35.70","34.95","18,141,040","640,971,000,000","150,000","5,415,000,000"
"HDB","25.80","0.35 (1.4 %)","25.45","25.45","26.00","25.45","3,751,000","96,686,000,000","0","0"
"REE","44.50","0.60 (1.4 %)","43.90","43.90","44.55","43.90","299,890","13,278,000,000","0","0"
"HAS","7.50","0.10 (1.4 %)","7.40","7.50","7.50","7.50","200","2,000,000","0","0"
"VHM","78.50","1.00 (1.3 %)","77.50","78.00","78.80","77.60","2,692,820","211,232,000,000","0","0"
"NLG","28.45","0.35 (1.2 %)","28.10","28.10","28.45","27.50","1,378,430","38,550,000,000","495,000","13,589,800,000"
"HBC","12.25","0.15 (1.2 %)","12.10","12.15","12.40","12.05","7,361,110","89,938,000,000","0","0"
"SCD","25.00","0.30 (1.2 %)","24.70","24.95","25.00","24.80","21,760","542,000,000","0","0"
"DRH","7.59","0.09 (1.2 %)","7.50","7.50","7.60","7.41","1,939,140","14,630,000,000","0","0"
"DPG","30.80","0.35 (1.1 %)","30.45","31.00","31.90","30.50","800,520","24,828,000,000","0","0"
"TIP","31.70","0.35 (1.1 %)","31.35","31.45","31.85","30.60","181,390","5,655,000,000","0","0"
"SJS","27.20","0.30 (1.1 %)","26.90","26.60","27.20","26.55","142,540","3,822,000,000","0","0"
"HVH","10.00","0.11 (1.1 %)","9.89","9.89","10.20","9.20","694,560","6,724,000,000","0","0"
"CSV","27.30","0.30 (1.1 %)","27.00","27.10","27.40","27.00","294,800","8,028,000,000","0","0"
"PHR","64.60","0.70 (1.1 %)","63.90","64.00","65.10","63.90","1,183,520","76,380,000,000","0","0"
"VNM","110.90","1.20 (1.1 %)","109.70","109.90","111.50","109.10","2,801,420","308,895,000,000","0","0"
"SC5","18.50","0.20 (1.1 %)","18.30","18.40","18.50","18.40","14,260","262,000,000","0","0"
"DXG","14.25","0.15 (1.1 %)","14.10","14.05","14.35","13.85","5,216,160","73,447,000,000","400,000","5,280,000,000"
"LAF","9.65","0.10 (1.0 %)","9.55","10.00","10.00","9.40","1,150","11,000,000","0","0"
"CMG","34.10","0.35 (1.0 %)","33.75","33.75","34.20","33.75","58,310","1,978,000,000","0","0"
"FUESSV30","11.82","0.12 (1.0 %)","11.70","11.70","11.82","11.62","80,160","932,000,000","0","0"
"YBM","5.08","0.05 (1.0 %)","5.03","4.83","5.10","4.83","42,420","212,000,000","0","0"
"HDC","26.00","0.25 (1.0 %)","25.75","25.75","26.00","25.55","636,900","16,444,000,000","0","0"
"ADS","10.50","0.10 (1.0 %)","10.40","10.45","10.50","10.45","11,630","122,000,000","0","0"
"HAR","4.24","0.04 (1.0 %)","4.20","4.15","4.30","4.15","1,269,380","5,372,000,000","0","0"
"VPH","4.24","0.04 (1.0 %)","4.20","4.10","4.26","4.10","47,330","199,000,000","0","0"
"TVT","21.70","0.20 (0.9 %)","21.50","21.75","21.75","21.50","17,930","390,000,000","0","0"
"GTA","11.80","0.10 (0.9 %)","11.70","11.80","11.80","11.80","500","6,000,000","0","0"
"E1VFVN30","15.95","0.13 (0.8 %)","15.82","15.82","15.95","15.82","590,870","9,376,000,000","130,000","2,198,300,000"
